OOS,IS,Avalible,time
5,80,69,21:20:39
15,55,21,21:25:25
5,80,69,21:25:36
7,62,69,21:25:48
7,6,9,21:25:59
7,24,43,21:26:11
7,31,19,21:26:23
2,65,91,21:26:35
1,204,97,21:26:46
5,141,78,21:26:58
5,141,78,21:26:58
