OOS,IS,Avalible,time
2,166,97,23:12:14
15,55,21,23:13:46
5,80,69,23:13:58
7,62,69,23:14:11
7,6,9,23:14:24
7,24,43,23:14:36
7,31,19,23:14:49
2,65,91,23:15:01
2,65,91,23:15:01
